Company name;Security name;Yahoo code;WSJ code;Google code;Final NOS;Final FFR;Capi;FF Capi;Final Price;          ;YAH price;WSJ price ;SE price;              
Cvs Group Plc.;Cvs Group Plc.;CVSG.L;CVSG;CVSG;70654959;0,85;;;;;;;;
BGEO Group Plc.;BGEO Group Plc.;BGEO.L;BGEO;BGEO;50802524;0,75;;;;;;;;
Keller Group Plc.;Keller Group Plc.;KLR.L;KLR;KLR;73121810;0,85;;;;;;;;
Equiniti Group Plc.;Equiniti Group Plc.;EQN.L;EQN;EQN;364536666;0,95;;;;;;;;
POLYPIPE GROUP;POLYPIPE GROUP;PLP.L;PLP;PLP;200999862;0,85;;;;;;;;
Smart Metering Systems Plc.;Smart Metering Systems Plc.;SMS.L;SMS;SMS;112993302;0,6;;;;;;;;
Sig Plc.;Sig Plc.;SHI.L;SHI;SHI;715808087;0,2;;;;;;;;
Advanced Medical Solutions Group Plc.;Advanced Medical Solutions Group Plc.;AMS.L;AMS;AMS;215277568;0,8;;;;;;;;
Spirent Communications Plc.;Spirent Communications Plc.;SPT.L;SPT;SPT;611741888;0,65;;;;;;;;
Go-Ahead Group Plc.;Go-Ahead Group Plc.;GOG.L;GOG;GOG;47079620;0,85;;;;;;;;
CARD FACTORY Plc.;CARD FACTORY Plc.;CARD.L;CARD;CARD;341626396;0,6;;;;;;;;
Halfords Group Plc.;Halfords Group Plc.;HFD.L;HFD;HFD;199116632;0,9;;;;;;;;
AA Plc.;AA Plc.;AA.L;AA;AA.;621866818;0,95;;;;;;;;
LEARNING TECHNOLOGIES GROUP Plc.;LEARNING TECHNOLOGIES GROUP Plc.;LTG.L;LTG;LTG;737641335;0,7;;;;;;;;
RDI REIT Plc.;RDI REIT Plc.;RDI.L;RDI;RDI;380320000;0,7;;;;;;;;
AO World Plc.;AO World Plc.;AO.L;AO;AO.;478541056;0,55;;;;;;;;
Scapa Group Plc.;Scapa Group Plc.;SCPA.L;SCPA;SCPA;187797885;0,95;;;;;;;;
Marston's Plc.;Marston's Plc.;MARS.L;MARS;MARS;660400000;0,95;;;;;;;;
PETS AT HOME Ltd.;PETS AT HOME Ltd.;PETS.L;PETS;PETS;500000000;0,9;;;;;;;;
Craneware Plc.;Craneware Plc.;CRW.L;CRW;CRW;26826539;0,75;;;;;;;;
Morgan Sindall Group Plc.;Morgan Sindall Group Plc.;MGNS.L;MGNS;MGNS;46074917;0,75;;;;;;;;
Restore Plc.;Restore Plc.;RST.L;RST;RST;125654025;0,85;;;;;;;;
GULF KEYSTONE PETROLEUM Ltd.;GULF KEYSTONE PETROLEUM Ltd.;GKP.L;GKP;GKP;229430000;0,95;;;;;;;;
SIRIUS REAL ESTATE LD;SIRIUS REAL ESTATE LD;SRE.L;SRE;SRE;1045351272;0,75;;;;;;;;
Ncc Group Plc.;Ncc Group Plc.;NCC.L;NCC;NCC;279065383;0,8;;;;;;;;
ON THE BEACH GROUP Plc.;ON THE BEACH GROUP Plc.;OTB.L;OTB;OTB;157362037;0,8;;;;;;;;
Mitie Group Plc.;Mitie Group Plc.;MTO.L;MTO;MTO;1186035949;1;;;;;;;;
Forterra Plc.;Forterra Plc.;FORT.L;FORT;FORT;230179387;0,8;;;;;;;;
Biffa Plc.;Biffa Plc.;BIFF.L;BIFF;BIFF;303000000;0,9;;;;;;;;
CMC Markets Plc.;CMC Markets Plc.;CMCX.L;CMCX;CMCX;289117473;0,35;;;;;;;;
GCP Student Living Plc.;GCP Student Living Plc.;DIGS.L;DIGS;DIGS;455019030;0,75;;;;;;;;
Renewi Plc.;Renewi Plc.;RWI.L;RWI;RWI;800141536;1;;;;;;;;
Redde Northgate Plc.;Redde Northgate Plc.;REDD.L;REDD;REDD;246091423;0,75;;;;;;;;
Emis Group Plc.;Emis Group Plc.;EMIS.L;EMIS;EMIS;63311396;0,8;;;;;;;;
Rps Group Plc.;Rps Group Plc.;RPS.L;RPS;RPS;229521589;0,8;;;;;;;;
Gocompare.Com Group Plc.;Gocompare.Com Group Plc.;GOCO.L;GOCO;GOCO;421641831;0,6;;;;;;;;
MCCARTHY & STONE Plc.;MCCARTHY & STONE Plc.;MCS.L;MCS;MCS;537766920;0,85;;;;;;;;
Restaurant Group Plc.;Restaurant Group Plc.;RTN.L;RTN;RTN;589795475;0,75;;;;;;;;
Vectura Group Plc.;Vectura Group Plc.;VEC.L;VEC;VEC;597363551;0,8;;;;;;;;
De La Rue Plc.;De La Rue Plc.;DLAR.L;DLAR;DLAR;194956241;0,9;;;;;;;;
Alfa Financial Software Holdings Plc.;Alfa Financial Software Holdings Plc.;ALFA.L;ALFA;ALFA;300000000;0,3;;;;;;;;
NUMIS Corp.;NUMIS Corp.;NUM.L;NUM;NUM;117628536;0,75;;;;;;;;
PICTON PROPERTY Income Ltd.;PICTON PROPERTY Income Ltd.;PCTN.L;PCTN;PCTN;547605596;0,75;;;;;;;;
Dignity Plc.;Dignity Plc.;DTY.L;DTY;DTY;50020139;0,55;;;;;;;;
Watkin Jones Plc.;Watkin Jones Plc.;WJG.L;WJG;WJG;256163459;0,6;;;;;;;;
Frontier Developments Plc.;Frontier Developments Plc.;FDEV.L;FDEV;FDEV;38911810;0,2;;;;;;;;
International Personal Finance Plc.;International Personal Finance Plc.;IPF.L;IPF;IPF;235963972;0,85;;;;;;;;
Kainos Group Plc.;Kainos Group Plc.;KNOS.L;KNOS;KNOS;122331340;0,8;;;;;;;;
John Menzies Plc.;John Menzies Plc.;MNZS.L;MNZS;MNZS;84490964;0,65;;;;;;;;
Alliance Pharma Plc.;Alliance Pharma Plc.;APH.L;APH;APH;531236180;0,85;;;;;;;;
Arrow Global Group Plc.;Arrow Global Group Plc.;ARW.L;ARW;ARW;177278244;0,9;;;;;;;;
Urban & Civic Plc.;Urban & Civic Plc.;UANC.L;UANC;UANC;145179582;0,75;;;;;;;;
BROWN (N.) GROUP;BROWN (N.) GROUP;BWNG.L;BWNG;BWNG;285817178;0,55;;;;;;;;
Central Asia Metals Plc.;Central Asia Metals Plc.;CAML.L;CAML;CAML;176538266;0,75;;;;;;;;
Solgold Plc.;Solgold Plc.;SOLG.L;SOLG;SOLG;2072213495;0,45;;;;;;;;
Iomart Group Plc.;Iomart Group Plc.;IOM.L;IOM;IOM;109222004;0,6;;;;;;;;
Photo-Me International Plc.;Photo-Me International Plc.;PHTM.L;PHTM;PHTM;378011637;0,5;;;;;;;;
Lookers Plc.;Lookers Plc.;LOOK.L;LOOK;LOOK;390138374;0,85;;;;;;;;
Helical Plc.;Helical Plc.;HLCL.L;HLCL;HLCL;121265710;0,9;;;;;;;;
Enquest Plc.;Enquest Plc.;ENQ.L;ENQ;ENQ;1739034891;0,9;;;;;;;;
Hotel Chocolat Group Plc.;Hotel Chocolat Group Plc.;HOTC.L;HOTC;HOTC;125500611;0,4;;;;;;;;
STANDARD LIFE INVESTMENTS PROPERTY;STANDARD LIFE INVESTMENTS PROPERTY;SLI.L;SLI;SLI;406865419;0,95;;;;;;;;
Premier Foods Plc.;Premier Foods Plc.;PFD.L;PFD;PFD;848209480;0,75;;;;;;;;
Diversified Gas & Oil Plc.;Diversified Gas & Oil Plc.;DGOC.L;DGOC;DGOC;707274113;0,85;;;;;;;;
Civitas Social Housing Plc.;Civitas Social Housing Plc.;CSH.L;CSH;CSH;621646380;0,75;;;;;;;;
Schroder Real Estate Investment Trst Ltd.;Schroder Real Estate Investment Trst Ltd.;SREI.L;SREI;SREI;565664749;0,6;;;;;;;;
IG Design Group Plc.;IG Design Group Plc.;IGR.L;IGR;IGR;96367000;0,55;;;;;;;;
Anglo Pacific Group Plc.;Anglo Pacific Group Plc.;APF.L;APF;APF;181758719;0,7;;;;;;;;
AB DYNAMICS Plc.;AB DYNAMICS Plc.;ABDP.L;ABDP;ABDP;22576553;0,9;;;;;;;;
Future Plc.;Future Plc.;FUTR.L;FUTR;FUTR;98014905;0,8;;;;;;;;
Serica Energy Plc.;Serica Energy Plc.;SQZ.L;SQZ;SQZ;267609587;0,75;;;;;;;;
Tritax Big Box REIT Plc.;Tritax Big Box REIT Plc.;BBOX.L;BBOX;BBOX;1706974948;0,9;;;;;;;;
Newriver Reit Plc.;Newriver Reit Plc.;NRR.L;NRR;NRR;309054885;0,9;;;;;;;;
Primary Health Properties Plc.;Primary Health Properties Plc.;PHP.L;PHP;PHP;1315158283;0,9;;;;;;;;
Empiric Student Property Plc.;Empiric Student Property Plc.;ESP.L;ESP;ESP;603160958;0,75;;;;;;;;
LXi REIT Plc.;LXi REIT Plc.;LXI.L;LXI;LXI;521426010;1;;;;;;;;
Quilter Plc.;Quilter Plc.;QLT.L;QLT;QLT;1823956276;0,75;;;;;;;;
Avast Plc.;Avast Plc.;AVST.L;AVST;AVST;1027607152;0,75;;;;;;;;
Integrafin Holdings Plc.;Integrafin Holdings Plc.;IHP.L;IHP;IHP;331322014;0,9;;;;;;;;
Sanne Group Plc.;Sanne Group Plc.;SNN.L;SNN;SNN;146633168;0,85;;;;;;;;
Sabre Insurance Group Plc.;Sabre Insurance Group Plc.;SBRE.L;SBRE;SBRE;250000000;0,8;;;;;;;;
Aston Martin Lagonda Global Holdings Plc.;Aston Martin Lagonda Global Holdings Plc.;AML.L;AML;AML;1824014450;0,9;;;;;;;;
Funding Circle Holdings Plc.;Funding Circle Holdings Plc.;FCH.L;FCH;FCH;349605218;0,5;;;;;;;;
Amigo Holdings Plc.;Amigo Holdings Plc.;AMGO.L;AMGO;AMGO;475333760;0,75;;;;;;;;
Custodian REIT Plc.;Custodian REIT Plc.;CREI.L;CREI;CREI;420053344;0,95;;;;;;;;
UK Commercial Property REIT Ltd.;UK Commercial Property REIT Ltd.;UKCM.L;UKCM;UKCM;1299412465;0,55;;;;;;;;
Airtel Africa Plc.;Airtel Africa Plc.;AAF.L;AAF;AAF;3758151504;0,25;;;;;;;;
Trainline Plc.;Trainline Plc.;TRN.L;TRN;TRN;480680508;0,5;;;;;;;;
Finablr Plc.;Finablr Plc.;FIN.L;FIN;FIN;700000000;0,4;;;;;;;;
Network International Holdings Plc.;Network International Holdings Plc.;NETW.L;NETW;NETW;550000000;0,9;;;;;;;;
M & G Plc.;M & G Plc.;MNG.L;MNG;MNG;2600493751;0,9;;;;;;;;
Virgin Money UK Plc.;Virgin Money UK Plc.;VMUK.L;VMUK;VMUK;1437946085;0,9;;;;;;;;
Hyve Group Plc.;Hyve Group Plc.;HYVE.L;HYVE;HYVE;265128107;1;;;;;;;;
Gamesys Group Plc.;Gamesys Group Plc.;GYS.L;GYS;GYS;108750462;0,95;;;;;;;;
Pharos Energy Plc.;Pharos Energy Plc.;PHAR.L;PHAR;PHAR;406637952;0,6;;;;;;;;
C C Group Plc.;C C Group Plc.;CCR.L;CCR;CCR;320217403;0,8;;;;;;;;
Regional REIT Ltd.;Regional REIT Ltd.;RGL.L;RGL;RGL;431506583;0,9;;;;;;;;
Fresnillo Plc.;Fresnillo Plc.;FRES.L;FRES;FRES;736893589;0,12;;;;;;;;
Old Mutual Plc.;Old Mutual Plc.;OMU.L;OMU;OMU;4710000000;1;;;;;;;;
HUTCHISON CHINA MEDITECH;HUTCHISON CHINA MEDITECH;HCM.L;HCM;HCM;710594765;0,5;;;;;;;;
POLYMETAL INTL Plc.;POLYMETAL INTL Plc.;POLY.L;POLY;POLY;471804467;0,6;;;;;;;;
CERES POWER Holdings;CERES POWER Holdings;CWR.L;CWR;CWR;171425801;0,45;;;;;;;;
Contourglobal Plc.;Contourglobal Plc.;GLO.L;GLO;GLO;668688530;0,25;;;;;;;;
VITEC GROUP Plc.(THE);VITEC GROUP Plc.(THE);VTC.L;VTC;VTC;45749923;0,8;;;;;;;;
Schroders Plc.;Schroders Plc.non voting;SDRC.L;SDRC;SDRC;56500000;1;;;;;;;;
Ip Group Plc.;Ip Group Plc.;IPO.L;IPO;IPO;1062353734;0,7;;;;;;;;
BREEDON AGGREGATES Ltd.;BREEDON AGGREGATES Ltd.;BREE.L;BREE;BREE;1687010148;0,6;;;;;;;;
Secure Income REIT Plc.;Secure Income REIT Plc.;SIR.L;SIR;SIR;324035146;0,75;;;;;;;;
FDM Group (Holdings) Plc.;FDM Group (Holdings) Plc.;FDM.L;FDM;FDM;110021893;0,9;;;;;;;;
CLS Holdings;CLS Holdings;CLI.L;CLI;CLI;438777780;0,4;;;;;;;;
James Fisher & Sons Plc.;James Fisher & Sons Plc.;FSJ.L;FSJ;FSJ;50364450;0,65;;;;;;;;
TBC Bank Group Plc.;TBC Bank Group Plc.;TBCG.L;TBCG;TBCG;55751276;0,8;;;;;;;;
Kier Group Plc.;Kier Group Plc.;KIE.L;KIE;KIE;162115870;0,6;;;;;;;;
James Halstead Plc.;James Halstead Plc.;JHD.L;JHD;JHD;208141108;0,75;;;;;;;;
Hilton Food Group Plc.;Hilton Food Group Plc.;HFG.L;HFG;HFG;81918026;0,95;;;;;;;;
Genel Energy Plc.;Genel Energy Plc.;GENL.L;GENL;GENL;280248198;0,8;;;;;;;;
Gamma Communications Plc.;Gamma Communications Plc.;GAMA.L;GAMA;GAMA;403074000;0,45;;;;;;;;
Clarkson Plc.;Clarkson Plc.;CKN.L;CKN;CKN;30375189;0,8;;;;;;;;
GLOBALDATA Plc.;GLOBALDATA Plc.;DATA.L;DATA;DATA;118613869;0,2;;;;;;;;
ACCESSO TECHNOLOGY GRP Plc.;ACCESSO TECHNOLOGY GRP Plc.;ACSO.L;ACSO;ACSO;41215291;0,75;;;;;;;;
Rank Group Plc.;Rank Group Plc.;RNK.L;RNK;RNK;390683521;0,25;;;;;;;;
XP POWER Ltd.;XP POWER Ltd.;XPP.L;XPP;XPP;19634796;0,85;;;;;;;;
PPHE Hotel Group Ltd.;PPHE Hotel Group Ltd.;PPH.L;PPH;PPH;44347410;0,45;;;;;;;;
Tyman Plc.;Tyman Plc.;TYMN.L;TYMN;TYMN;196800000;0,85;;;;;;;;
Paypoint Plc.;Paypoint Plc.;PAY.L;PAY;PAY;68463128;0,7;;;;;;;;
INDUS GAS Ltd.;INDUS GAS Ltd.;INDI.L;INDI;INDI;182973924;0,2;;;;;;;;
Chemring Group Plc.;Chemring Group Plc.;CHG.L;CHG;CHG;282564519;0,9;;;;;;;;
Polar Capital Holdings Plc.;Polar Capital Holdings Plc.;POLR.L;POLR;POLR;98492358;0,8;;;;;;;;
Robert Walters Plc.;Robert Walters Plc.;RWA.L;RWA;RWA;80141875;0,55;;;;;;;;
Phoenix Global Resources Plc.;Phoenix Global Resources Plc.;PGR.L;PGR;PGR;2786644709;0,95;;;;;;;;
Chesnara Plc.;Chesnara Plc.;CSN.L;CSN;CSN;150065457;0,7;;;;;;;;
Nichols Plc.;Nichols Plc.;NICL.L;NICL;NICL;36968772;0,85;;;;;;;;
Oxford Instruments Plc.;Oxford Instruments Plc.;OXIG.L;OXIG;OXIG;57440143;0,7;;;;;;;;
Serabi Gold Plc.;Serabi Gold Plc.;SRB.L;SRB;SRB;58960000;0,3;;;;;;;;
4Imprint Group Plc.;4Imprint Group Plc.;FOUR.L;FOUR;FOUR;28085530;0,8;;;;;;;;
Midwich Group Plc.;Midwich Group Plc.;MIDW.L;MIDW;MIDW;88604712;0,75;;;;;;;;
Yougov Plc.;Yougov Plc.;YOU.L;YOU;YOU;107735001;0,7;;;;;;;;
Young & Co.'s Brewery Plc.;Young & Co.'s Brewery Plc. A;YNGA.L;YNGA;YNGA;34389940;0,75;;;;;;;;
Ricardo Plc.;Ricardo Plc.;RCDO.L;RCDO;RCDO;53406250;0,8;;;;;;;;
Eddie Stobart Logistics Plc.;Eddie Stobart Logistics Plc.;ESL.L;ESL;ESL;379347000;0,8;;;;;;;;
Sureserve Group Plc.;Sureserve Group Plc.;SUR.L;SUR;SUR;159264278;0,7;;;;;;;;
VP Plc.;VP Plc.;VP.L;VP;VP.;40154253;0,45;;;;;;;;
Johnson Service Group Plc.;Johnson Service Group Plc.;JSG.L;JSG;JSG;443976012;0,75;;;;;;;;
Stock Spirits Group Plc.;Stock Spirits Group Plc.;STCK.L;STCK;STCK;200000000;0,8;;;;;;;;
Sthree Plc.;Sthree Plc.;STEM.L;STEM;STEM;132914978;0,85;;;;;;;;
Costain Group Plc.;Costain Group Plc.;COST.L;COST;COST;274949741;0,95;;;;;;;;
Wandisco Plc.;Wandisco Plc.;WAND.L;WAND;WAND;52511099;0,9;;;;;;;;
Avon Rubber Plc.;Avon Rubber Plc.;AVON.L;AVON;AVON;31023292;0,9;;;;;;;;
HIGHLAND GOLD MINING;HIGHLAND GOLD MINING;HGM.L;HGM;HGM;363896990;0,6;;;;;;;;
Mountview Estates Plc.;Mountview Estates Plc.;MTVW.L;MTVW;MTVW;3899014;0,85;;;;;;;;
Sound Energy Plc.;Sound Energy Plc.;SOU.L;SOU;SOU;1326244389;0,8;;;;;;;;
DFS Furniture Plc.;DFS Furniture Plc.;DFS.L;DFS;DFS;256041133;0,85;;;;;;;;
MJ GLEESON Plc.;MJ GLEESON Plc. ord;GLE.L;GLE;GLE;58255788;0,85;;;;;;;;
M.P.EVANS GROUP;M.P.EVANS GROUP;MPE.L;MPE;MPE;54490253;0,75;;;;;;;;
Clipper Logistics Plc.;Clipper Logistics Plc.;CLG.L;CLG;CLG;101685099;0,5;;;;;;;;
Draper Esprit Plc.;Draper Esprit Plc.;GROW.L;GROW;GROW;119182959;0,75;;;;;;;;
Tt Electronics Plc.;Tt Electronics Plc.;TTG.L;TTG;TTG;164217646;0,8;;;;;;;;
Volution Group Plc.;Volution Group Plc.;FAN.L;FAN;FAN;200000000;0,8;;;;;;;;
OCEAN WILSONS Holdings;OCEAN WILSONS Holdings;OCN.L;OCN;OCN;35363040;0,7;;;;;;;;
Sdl Plc.;Sdl Plc.;SDL.L;SDL;SDL;91248003;0,75;;;;;;;;
Headlam Group Plc.;Headlam Group Plc.;HEAD.L;HEAD;HEAD;86171211;0,85;;;;;;;;
Puretech Health Plc.;Puretech Health Plc.;PRTC.L;PRTC;PRTC;285647414;0,9;;;;;;;;
Next Fifteen Communications Group Plc.;Next Fifteen Communications Group Plc.;NFC.L;NFC;NFC;90639247;0,7;;;;;;;;
Henry Boot Plc.;Henry Boot Plc.;BOOT.L;BOOT;BOOT;133177668;0,65;;;;;;;;
Gooch & Housego Plc.;Gooch & Housego Plc.;GHH.L;GHH;GHH;24907831;0,8;;;;;;;;
THORPE(F.W.);THORPE(F.W.);TFW.L;TFW;TFW;118935590;0,5;;;;;;;;
GYM GROUP Plc.;GYM GROUP Plc.;GYM.L;GYM;GYM;165897312;0,85;;;;;;;;
Capital & Regional Plc.;Capital & Regional Plc.;CAL.L;CAL;CAL;111819626;0,85;;;;;;;;
Mulberry Group Plc.;Mulberry Group Plc.;MUL.L;MUL;MUL;60077458;0,07;;;;;;;;
Pendragon Plc.;Pendragon Plc.;PDG.L;PDG;PDG;1396944404;0,55;;;;;;;;
Wincanton Plc.;Wincanton Plc.;WIN.L;WIN;WIN;124543670;0,7;;;;;;;;
GLI FINANCE Ltd.-NEW;GLI FINANCE Ltd.-NEW;GLIZ.L;GLIZ;GLIZ;312065699;0,6;;;;;;;;
Eco Animal Health Group Plc.;Eco Animal Health Group Plc.;EAH.L;EAH;EAH;67547626;0,85;;;;;;;;
Mears Group Plc.;Mears Group Plc.;MER.L;MER;MER;110503167;0,75;;;;;;;;
Mortgage Advice Bureau (Holdings) Plc.;Mortgage Advice Bureau (Holdings) Plc.;MAB1.L;MAB1;MAB1;52127205;0,45;;;;;;;;
Devro Plc.;Devro Plc.;DVO.L;DVO;DVO;166949022;1;;;;;;;;
Nostrum Oil & Gas Plc.;Nostrum Oil & Gas Plc.;NOG.L;NOG;NOG;188182958;0,25;;;;;;;;
Strix Group Plc.;Strix Group Plc.;KETL.L;KETL;KETL;198878852;0,8;;;;;;;;
MAJESTIC WINE Plc.;MAJESTIC WINE Plc.;WINE.L;WINE;WINE;73138446;0,85;;;;;;;;
Secure Trust Bank Plc.;Secure Trust Bank Plc.;STB.L;STB;STB;18622664;0,7;;;;;;;;
LIONTRUST ASSET MANAGEMENT;LIONTRUST ASSET MANAGEMENT;LIO.L;LIO;LIO;60829834;0,85;;;;;;;;
Camellia Plc.;Camellia Plc.;CAM.L;CAM;CAM;2824500;0,5;;;;;;;;
Fuller Smith & Turner Plc.;Fuller Smith & Turner Plc.;FSTA.L;FSTA;FSTA;33626642;0,75;;;;;;;;
ATALAYA MINING Plc.;ATALAYA MINING Plc.;ATYM.L;ATYM;ATYM;137340000;0,45;;;;;;;;
M&C Saatchi Plc.;M&C Saatchi Plc.;SAA.L;SAA;SAA;115916590;1;;;;;;;;
Speedy Hire Plc.;Speedy Hire Plc.;SDY.L;SDY;SDY;527003391;0,85;;;;;;;;
Global Ports Holding Plc.;Global Ports Holding Plc.;GPH.L;GPH;GPH;62826963;0,5;;;;;;;;
S & U Plc.;S & U Plc.;SUS.L;SUS;SUS;12133760;0,85;;;;;;;;
Hollywood Bowl Group Plc.;Hollywood Bowl Group Plc.;BOWL.L;BOWL;BOWL;157500000;0,95;;;;;;;;
RENEW Holdings;RENEW Holdings;RNWH.L;RNWH;RNWH;78555054;0,8;;;;;;;;
Staffline Group Plc.;Staffline Group Plc.;STAF.L;STAF;STAF;68930486;0,5;;;;;;;;
Lamprell Plc.;Lamprell Plc.;LAM.L;LAM;LAM;341726570;0,55;;;;;;;;
Discoverie Group Plc.;Discoverie Group Plc.;DSCV.L;DSCV;DSCV;89455715;0,85;;;;;;;;
Trifast Plc.;Trifast Plc.;TRI.L;TRI;TRI;123679100;0,85;;;;;;;;
QUIXANT Plc.;QUIXANT Plc.;QXT.L;QXT;QXT;66435060;0,8;;;;;;;;
BENCHMARK Holdings Plc.;BENCHMARK Holdings Plc.;BMK.L;BMK;BMK;667662189;0,6;;;;;;;;
HOSTELWORLD GROUP Plc.;HOSTELWORLD GROUP Plc.;HSW.L;HSW;HSW;114684933;0,65;;;;;;;;
CIRCASSIA PHARMACEUTICALS Plc.;CIRCASSIA PHARMACEUTICALS Plc.;CIR.L;CIR;CIR;376982723;0,6;;;;;;;;
Impax Asset Management Group Plc.;Impax Asset Management Group Plc.;IPX.L;IPX;IPX;130415087;0,5;;;;;;;;
MINCON GROUP Plc.;MINCON GROUP Plc.;MCON.L;MCON;MCON;211675024;0,35;;;;;;;;
U AND I GROUP Plc.;U AND I GROUP Plc.;UAI.L;UAI;UAI;126240843;0,5;;;;;;;;
Anglo-Eastern Plantations Plc.;Anglo-Eastern Plantations Plc.;AEP.L;AEP;AEP;39976272;0,5;;;;;;;;
Joules Group Plc.;Joules Group Plc.;JOUL.L;JOUL;JOUL;108240000;0,55;;;;;;;;
PETRA DIAMONDS;PETRA DIAMONDS;PDL.L;PDL;PDL;865431343;0,8;;;;;;;;
CARETECH Holdings Plc.;CARETECH Holdings Plc.;CTH.L;CTH;CTH;113173992;0,6;;;;;;;;
Lsl Property Services Plc.;Lsl Property Services Plc.;LSL.L;LSL;LSL;105589444;0,95;;;;;;;;
Focusrite Plc.;Focusrite Plc.;TUNE.L;TUNE;TUNE;58111639;0,45;;;;;;;;
Boku Inc.;Boku Inc.;BOKU.L;BOKU;BOKU;282664772;0,85;;;;;;;;
SEEING MACHINES;SEEING MACHINES;SEE.L;SEE;SEE;3365214374;0,8;;;;;;;;
Ideagen Plc.;Ideagen Plc.;IDEA.L;IDEA;IDEA;226625954;0,65;;;;;;;;
Zotefoams Plc.;Zotefoams Plc.;ZTF.L;ZTF;ZTF;48301234;0,75;;;;;;;;
BROOKS MACDONALD GROUP;BROOKS MACDONALD GROUP;BRK.L;BRK;BRK;16127209;0,6;;;;;;;;
Treatt Plc.;Treatt Plc.;TET.L;TET;TET;60170670;0,75;;;;;;;;
London Security Plc.;London Security Plc.;LSC.L;LSC;LSC;12261477;0,01;;;;;;;;
Severfield-Rowen Plc.;Severfield-Rowen Plc.;SFR.L;SFR;SFR;307624828;0,75;;;;;;;;
Good Energy Group Plc.;Good Energy Group Plc.;GOOD.L;GOOD;GOOD;16643067;0,7;;;;;;;;
Alpha Financial Markets Consulting Plc.;Alpha Financial Markets Consulting Plc.;AFM.L;AFM;AFM;100849561;0,8;;;;;;;;
Studio Retail Group Plc.;Studio Retail Group Plc.;STU.L;STU;STU;86442534;0,35;;;;;;;;
EUROCELL;EUROCELL;ECEL.L;ECEL;ECEL;110825056;0,75;;;;;;;;
Horizon Discovery Group Plc.;Horizon Discovery Group Plc.;HZD.L;HZD;HZD;157976096;0,8;;;;;;;;
Mckay Securities Plc.;Mckay Securities Plc.;MCKS.L;MCKS;MCKS;94339475;0,65;;;;;;;;
Petropavlovsk Plc.;Petropavlovsk Plc.;POG.L;POG;POG;3912825813;0,6;;;;;;;;
Young & Co.'s Brewery Plc.;Young & Co.'s Brewery Plc.;YNGN.L;YNGN;YNGN;24070755;0,65;;;;;;;;
Arbuthnot Banking Group Plc.;Arbuthnot Banking Group Plc.;ARBB.L;ARBB;ARBB;14908088;0,25;;;;;;;;
DP Eurasia NV;DP Eurasia NV;DPEU.L;DPEU;DPEU;145372414;0,65;;;;;;;;
Aptitude Software Group Plc.;Aptitude Software Group Plc.;APTD.L;APTD;APTD;56378000;0,85;;;;;;;;
BUSHVELD MINERALS Ltd.;BUSHVELD MINERALS Ltd.;BMN.L;BMN;BMN;1153642682;0,9;;;;;;;;
Mcbride Plc.;Mcbride Plc.;MCB.L;MCB;MCB;182840301;0,75;;;;;;;;
GRIFFIN MINING;GRIFFIN MINING;GFM.L;GFM;GFM;172786228;1;;;;;;;;
Arix Bioscience Plc.;Arix Bioscience Plc.;ARIX.L;ARIX;ARIX;135609653;0,75;;;;;;;;
Impellam Group Plc.;Impellam Group Plc.;IPEL.L;IPEL;IPEL;45919871;0,4;;;;;;;;
Kenmare Resources Plc.;Kenmare Resources Plc.;KMR.L;KMR;KMR;109736382;0,3;;;;;;;;
McColl's Retail Group Plc.;McColl's Retail Group Plc.;MCLS.L;MCLS;MCLS;115224063;0,65;;;;;;;;
EdistonÂ PropertyÂ Investment Company Plc.;EdistonÂ PropertyÂ Investment Company Plc.;EPIC.L;EPIC;EPIC;211333737;0,7;;;;;;;;
BMO Real Estate Investments Ltd.;BMO Real Estate Investments Ltd.;BREI.L;BREI;BREI;240705539;0,9;;;;;;;;
Motorpoint Group Plc.;Motorpoint Group Plc.;MOTR.L;MOTR;MOTR;90189885;0,95;;;;;;;;
QUIZ Plc.;QUIZ Plc.;QUIZ.L;QUIZ;QUIZ;124230905;0,75;;;;;;;;
SOMERO ENTERPRISE Inc.;SOMERO ENTERPRISE Inc.;SOM.L;SOM;SOM;56464404;0,85;;;;;;;;
Mereo BioPharma Group Plc.;Mereo BioPharma Group Plc.;MPH.L;MPH;MPH;338713962;0,9;;;;;;;;
River and Mercantile Group Plc.;River and Mercantile Group Plc.;RIV.L;RIV;RIV;85455301;0,6;;;;;;;;
Porvair Plc.;Porvair Plc.;PRV.L;PRV;PRV;46063161;0,85;;;;;;;;
Dotdigital Group Plc.;Dotdigital Group Plc.;DOTD.L;DOTD;DOTD;298547645;0,8;;;;;;;;
Telit Communications Plc.;Telit Communications Plc.;TCM.L;TCM;TCM;133032294;0,9;;;;;;;;
Morses Club Plc.;Morses Club Plc.;MCL.L;MCL;MCL;131244444;0,3;;;;;;;;
Reach Plc.;Reach Plc.;RCH.L;RCH;RCH;309286317;0,65;;;;;;;;
IMImobile Plc.;IMImobile Plc.;IMO.L;IMO;IMO;82410588;0,65;;;;;;;;
ALLIED MINDS Plc.;ALLIED MINDS Plc.;ALM.L;ALM;ALM;242136922;0,8;;;;;;;;
Andrews Sykes Group Plc.;Andrews Sykes Group Plc.;ASY.L;ASY;ASY;42174359;0,14;;;;;;;;
